PLAYER,TEAM,YEAR,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-
Gordon Hayward,CHA,2022,32,49,26,23,31.9,110.7,111,-0.4,16,2.19,18.8,2.2,11.4,6.7,8.6,52.8,57,20.2,102.99,10.2,3352,,,,,,
Jeremiah Robinson-Earl,OKC,2022,21,49,15,34,22.2,101.1,110.9,-9.8,6.9,1.26,11.2,6.1,17.2,11.5,8.9,50.3,52.6,15.2,99.57,8.4,2247,,,,,,
Josh Okogie,MIN,2022,23,49,23,26,10.5,104.1,101.6,2.5,6.6,1.09,14.5,4.9,7.7,6.2,13.3,47.1,52.6,11.5,104.93,4.8,1133,,,,,,
Kenrich Williams,OKC,2022,27,49,17,32,21.9,102,100.3,1.7,15.9,2.35,21.7,6.2,12.3,9.2,9.3,52.5,53.2,15.3,99.24,10.1,2211,,,,,,
Sterling Brown,DAL,2022,27,49,31,18,12.8,105.4,103.1,2.3,7.8,1.48,15.5,3.9,18.8,11.3,10.5,47.1,49.5,12.4,100.21,7.3,1313,,,,,,
Wesley Matthews,MIL,2022,35,49,33,16,20.5,114.4,107.7,6.7,4.7,2,12.6,2.9,5.6,4.3,6.3,51.6,53.6,10.4,102.71,3.5,2142,,,,,,
Davon Reed,DEN,2022,27,48,29,19,13.9,109.8,109.5,0.3,11.5,3.31,22.6,2.1,14,8.1,6.8,61.8,62.4,11.7,100.3,8.3,1382,,,,,,
DeAndre Jordan,PHI,2022,33,48,26,22,13,100.7,111.5,-10.8,5.1,0.57,9.5,12.7,26.2,19.6,16.8,64.3,64.1,13.2,102.03,12,1321,,,,,,
DeMarcus Cousins,DEN,2022,31,48,33,15,14.9,113.8,111.7,2.2,15.3,0.84,13.3,10.3,28.1,19,16,51.7,56.7,26.7,100.69,11.7,1507,,,,,,
Duane Washington Jr.,IND,2022,22,48,12,36,20.2,110.2,116.1,-5.9,12.8,1.49,14.3,0.4,8.2,4.2,9.6,50,52.1,21.4,103.32,6.4,2083,,,,,,
Greg Brown III,POR,2022,20,48,14,34,13.3,99.1,116.8,-17.6,8.7,0.97,12,5.7,15,10.3,12.4,47.6,51.5,16.8,101.99,6.4,1359,,,,,,
Jalen Suggs,ORL,2022,21,48,16,32,27.2,100.6,107.8,-7.1,24.9,1.46,21.5,1.9,10.2,6.1,14.7,40,45.5,24.4,102.44,6.4,2785,,,,,,
Justise Winslow,POR,2022,26,48,24,24,16.1,108.1,105.9,2.1,15.5,1.71,20,6,17.7,12,11.7,45.7,47.9,17.8,103.14,9.3,1661,,,,,,
Kessler Edwards,BKN,2022,21,48,22,26,20.6,112.2,115.5,-3.3,4,0.74,8.9,4.3,12.4,8.4,12.1,50.2,51.6,13.2,100.72,5.1,2075,,,,,,
Marvin Bagley III,DET,2022,23,48,17,31,23.9,109.3,114.9,-5.6,4.9,0.92,6.4,8.4,20,14,6.9,53,55.1,19.1,98.78,10.8,2359,,,,,,
O.G. Anunoby,TOR,2022,24,48,31,17,36,112,108.1,3.9,10.8,1.56,13.1,4,11.6,7.6,8.4,52.6,54.9,20.4,97.07,9.2,3494,,,,,,
Onyeka Okongwu,ATL,2022,21,48,26,22,20.7,114.6,109.1,5.5,7.8,1.2,14.4,11.7,16.3,14.1,11.9,69,71.4,13.7,98.92,10.9,2043,,,,,,
Romeo Langford,SAS,2022,22,48,24,24,16.1,104,103.1,1,4,1.31,8.5,3.5,9.2,6.3,6.5,51,52,12.3,99.06,6.1,1586,,,,,,
Stanley Johnson,LAL,2022,26,48,16,32,22.8,114,115.2,-1.1,9.4,2.29,20.1,3.2,10.9,7.1,8.8,53.2,56.4,12.5,100.83,6,2289,,,,,,
Thanasis Antetokounmpo,MIL,2022,29,48,26,22,9.9,104.3,114.4,-10.1,7.1,0.85,11.1,8.3,12.9,10.6,13.1,55.5,57.7,15.5,102.22,6.7,1002,,,,,,
Trendon Watford,POR,2022,21,48,16,32,18.1,100.5,118.4,-17.9,15.2,1.84,18.7,6,16.3,10.9,10.2,54.9,59,16.9,102.67,9.7,1852,,,,,,
Ty Jerome,OKC,2022,24,48,15,33,16.7,98.9,100.4,-1.5,22.9,2.95,22.1,2.1,7.2,4.5,7.5,46,48.8,20.5,98.98,8.1,1661,,,,,,
Daniel Theis,BOS,2022,30,47,20,27,20.8,104.4,108.4,-3.9,6.8,0.89,10,6.1,15.9,11.3,11.2,57.6,59.5,16.2,100.35,9,2040,,,,,,
Jerami Grant,DET,2022,28,47,11,36,31.9,102.9,110.7,-7.8,13,1.31,11.1,1.7,10.8,6,8.5,49.1,55.6,25.3,98.31,11.2,3082,,,,,,
LaMarcus Aldridge,BKN,2022,36,47,26,21,22.3,111.3,111.1,0.1,6.2,0.95,7.2,7.1,16,11.8,7.5,56.6,60.4,21.9,100.81,12.8,2213,,,,,,
Maurice Harkless,SAC,2022,29,47,15,32,18.4,106.7,110.8,-4.2,3.5,0.74,9.3,1.4,11.4,6.5,12.6,54.4,56.1,11.2,101.09,4.8,1812,,,,,,
Nic Claxton,BKN,2022,23,47,24,23,20.7,109.4,109.8,-0.4,6.6,1.13,11.2,9.8,15.7,13,9.9,67.4,67.2,15,100.65,11.4,2033,,,,,,
David Nwaba,HOU,2022,29,46,6,40,13.2,106.9,115.9,-9,8.5,1.67,13.3,6.1,17.9,11.7,8,52.6,56.7,15,103.15,9.9,1309,,,,,,
Draymond Green,GSW,2022,32,46,34,12,28.9,110,102.8,7.2,32.5,2.3,42.2,3.4,20.4,12.2,18.3,55.6,58.2,14,101.2,11.9,2797,,,,,,
Lance Stephenson,IND,2022,31,46,11,35,17.7,110.4,117.4,-7,29.8,2.29,27.7,1.4,14.9,7.9,12.1,49.7,53.6,21.9,101.25,9.6,1720,,,,,,
Larry Nance Jr.,NOP,2022,29,46,19,27,22.6,110.7,112.6,-1.9,11.5,2.19,20.7,6.9,17.3,12,9.5,56.9,59,12.8,98.16,9.8,2118,,,,,,
Quentin Grimes,NYK,2022,22,46,21,25,17.1,102,105,-3,9.5,1.57,14,2.8,8.5,5.6,8.9,55.7,56.5,14.9,96.7,7,1581,,,,,,
Isaiah Roby,OKC,2022,24,45,10,35,21.1,104.6,113.4,-8.8,11.7,1.65,14.5,7.4,14.5,10.9,8.8,58.2,60.7,18.5,102.08,10.1,2014,,,,,,
Ish Wainright,PHX,2022,27,45,36,9,8,106.2,100.6,5.6,5.7,1.15,11,6.6,7.2,6.9,9.6,48.6,49.4,13.4,103.3,4.3,770,,,,,,
Joe Ingles,POR,2022,34,45,28,17,24.9,111.9,103.7,8.2,19.5,3.43,31.7,1,9.9,5.6,9.2,54,55.1,12.9,99.09,7.7,2315,,,,,,
Norman Powell,LAC,2022,29,45,15,30,32.4,110.6,118.7,-8.1,10.6,1.39,11,1.3,8.9,5,7.9,54.9,60.3,23.1,99.29,9.4,3027,,,,,,
Richaun Holmes,SAC,2022,28,45,16,29,23.9,107.2,113,-5.8,6.8,0.86,10.9,8.2,19.8,14,12.8,66.3,68.9,15.3,101.69,11.6,2274,,,,,,
Anthony Gill,WAS,2022,29,44,15,29,10.5,114.7,108.9,5.8,8,1.5,15.2,7.5,11.2,9.4,10.1,63.3,68.2,13.8,100.53,8.1,972,,,,,,
Gorgui Dieng,ATL,2022,32,44,23,21,8.4,100.3,109.5,-9.2,15.5,1.7,19.2,8.3,23.8,16,11.3,60.3,62.4,16.4,100.22,11.8,779,,,,,,
Malachi Flynn,TOR,2022,24,44,25,19,12.2,109.2,111.8,-2.6,18.5,5.38,25.4,1.6,9.7,5.3,4.7,47.5,48.8,15.7,99.97,7.4,1120,,,,,,
Mike Muscala,OKC,2022,30,43,15,28,13.8,106.7,104.9,1.8,6,1.57,7.2,3.2,16.6,9.9,4.6,59.7,63,19.8,102.15,13.1,1261,,,,,,
Wayne Ellington,LAL,2022,34,43,15,28,18.8,107.5,111.3,-3.8,5.5,1.58,10.5,1.2,7.8,4.6,6.6,58.6,59.3,13.5,101.01,6.4,1708,,,,,,
Danuel House Jr.,UTA,2022,29,42,18,24,17.3,109.4,105.5,3.8,8.7,1.33,14.6,2.3,11.8,7,10.9,51.5,55.5,14.6,101.25,7.3,1535,,,,,,
Donte DiVincenzo,SAC,2022,25,42,21,21,23.9,107.5,111.2,-3.7,16.7,1.64,21,3.9,12.5,8.2,12.8,46.1,51,18.7,102.79,8,2155,,,,,,
Ignas Brazdeikis,ORL,2022,23,42,9,33,12.8,100.6,116.4,-15.7,11,2.18,14.4,3.8,9,6.2,6.6,50.3,52,17.2,101.58,6.1,1136,,,,,,
Jared Butler,UTA,2022,21,42,31,11,8.6,112.5,112.6,-0.1,25.8,1.91,24.8,1.4,10.2,6.1,13,49.7,50.9,22.1,101.73,7.3,758,,,,,,
Myles Turner,IND,2022,26,42,15,27,29.4,109.7,109.9,-0.3,5.3,0.81,8.2,5.2,18.8,12,10.1,58.7,61.5,17.3,97.75,11.1,2511,,,,,,
Nassir Little,POR,2022,22,42,19,23,25.9,110.2,111.1,-0.9,7.4,1.35,12,5.2,15.8,10.5,8.9,54.1,57.5,15.5,98.46,9.1,2231,,,,,,
Rui Hachimura,WAS,2022,24,42,16,26,22.5,108.7,115.8,-7.1,8,1.45,9.8,2.7,14.3,8.6,6.7,56.3,57.9,20.5,98.62,9.9,1943,,,,,,
Tim Hardaway Jr.,DAL,2022,30,42,24,18,29.6,108.9,107.7,1.3,11.5,2.71,13.2,1,11.4,6.1,4.9,49.1,52,21.4,96.96,8.9,2517,,,,,,
Trey Burke,DAL,2022,29,42,24,18,10.5,103.6,104.2,-0.5,21.9,2.19,18.4,0.9,6.4,3.7,8.4,45.1,47.5,25,99.17,6.9,909,,,,,,
Alex Caruso,CHI,2022,28,41,24,17,28,110.5,105.5,5.1,19.4,2.89,32.4,2.9,10.1,6.4,11.2,48,52.8,13,99.49,7.7,2372,,,,,,
Jericho Sims,NYK,2022,23,41,19,22,13.5,109.3,102.9,6.5,5.4,1.05,19.3,10.8,18.7,14.8,18.3,72.2,67.4,6.8,99.02,7.4,1146,,,,,,
Sandro Mamukelashvili,MIL,2022,23,41,22,19,9.9,99.6,117.3,-17.6,8.4,1.47,13.7,7.9,11.6,9.7,9.3,59.1,61.8,14.2,100.54,9,855,,,,,,
Zeke Nnaji,DEN,2022,21,41,24,17,17,107.2,110.4,-3.2,3.7,0.74,6.6,7.7,14.1,10.7,9,61.6,62.9,14.6,99.25,7.8,1443,,,,,,
Anthony Davis,LAL,2022,29,40,17,23,35.1,105.9,108.9,-3,14.7,1.49,12.2,7.2,19.6,13.4,8.2,54.2,57.8,26.3,101.79,15.9,2977,,,,,,
Bradley Beal,WAS,2022,29,40,17,23,36,107.1,110.5,-3.5,30.9,1.96,21.1,2.6,9.9,6.4,10.8,49.2,53.9,29.7,99.36,12.3,2979,,,,,,
Juancho Hernangomez,UTA,2022,26,40,20,20,11.1,113.7,113.3,0.5,6.4,1.25,12.7,6.3,15.5,11,10.2,52.8,54.2,13.3,97.07,7.5,895,,,,,,
Kelly Olynyk,DET,2022,31,40,13,27,19.1,108.4,113.3,-4.9,21.4,1.91,22.6,6.7,17,11.6,11.8,51.7,56.1,20.7,101.76,10.5,1623,,,,,,
Matt Thomas,CHI,2022,27,40,23,17,11.5,109.5,108.5,1.1,5.9,2.5,11.8,0.7,9.6,5.3,4.7,54.1,56.4,13.7,101.01,6.8,977,,,,,,
Miles McBride,NYK,2022,21,40,19,21,9.3,113.1,100.1,13,15.9,8.2,25.8,1.1,9.7,5.6,3.1,37.5,39.3,13.7,97.3,4.1,756,,,,,,
Moses Brown,CLE,2022,22,40,19,21,8.6,102.4,108.5,-6.2,0.5,0.05,0.6,11,25.7,18.6,12.3,59.3,61.2,19.9,101.07,11.7,723,,,,,,
Alex Len,SAC,2022,29,39,17,22,15.9,106,111.4,-5.5,10.4,1.05,15.4,7.6,16.8,12.1,14.7,55.1,57.7,16.5,102.74,7.4,1326,,,,,,
Derrick Favors,OKC,2022,30,39,15,24,16.7,95.5,106.5,-11,6.1,2.78,11,7.9,17.8,12.8,3.9,52.2,53.4,13.1,99.83,9.6,1360,,,,,,
Kent Bazemore,LAL,2022,32,39,16,23,14,99.8,108.7,-8.9,8.5,1.62,16.8,2.2,9.7,5.9,10.4,42.8,45.1,12.8,103.78,3.2,1171,,,,,,
Rajon Rondo,CLE,2022,36,39,16,23,17.9,98.9,106.8,-7.8,36.6,2.5,40.2,2,11.8,7,16.1,47.4,49.6,15.2,101.99,9.6,1486,,,,,,
Admiral Schofield,ORL,2022,25,38,10,28,12.3,100.3,113.8,-13.5,8.4,1.19,13.8,3.3,14.6,8.8,11.6,51.9,53.8,14.3,99.88,5.5,977,,,,,,
Gary Clark,NOP,2022,27,38,20,18,10,105.6,107.8,-2.1,6.7,1.8,14.9,5.7,17.4,11.5,8.3,53.4,54.7,11,101.21,8.7,797,,,,,,
Paul Reed,PHI,2022,23,38,21,17,8,107.7,113.9,-6.2,8.1,1.6,12.5,13.7,16.4,15,7.8,57.3,56.8,15.1,99.08,10.5,624,,,,,,
Yuta Watanabe,TOR,2022,27,38,21,17,11.7,105.7,109.6,-3.9,6.7,1.11,10.7,3.5,15.8,9.3,9.7,50.4,52.4,16.1,102.15,7.5,940,,,,,,
Dennis Smith Jr.,POR,2022,24,37,15,22,17.3,100.7,110.6,-9.8,31.1,2.59,33.3,2.9,10.7,6.6,12.9,43.4,47.4,17.3,101.67,9.5,1350,,,,,,
Jarrett Culver,MEM,2022,23,37,28,9,9.1,104.3,106.6,-2.3,13.5,1.65,16.3,3.3,10.1,6.5,9.9,42.2,43.3,19.9,103.26,4.8,727,,,,,,
Kemba Walker,NYK,2022,32,37,16,21,25.6,105.4,114.5,-9.1,22,2.73,22.7,1.4,9.9,5.5,8.3,50.1,53.7,20.2,98.92,9.8,1951,,,,,,
Keon Johnson,POR,2022,20,37,8,29,18.8,100.8,119.8,-19,17.4,1.65,18.2,3.1,8.3,5.6,11,41.5,45.3,20.7,99.9,5.2,1444,,,,,,
Nathan Knight,MIN,2022,24,37,22,15,7.2,105.5,101.9,3.6,12.6,1.22,14.1,11.4,17.4,14.5,11.5,53.4,60.3,20.3,104.06,12.1,580,,,,,,
Saben Lee,DET,2022,23,37,8,29,16.3,105.1,110.8,-5.7,27.4,2.97,30.3,2.6,11.3,6.7,10.2,42.9,49.9,16.9,100.22,10,1257,,,,,,
Bismack Biyombo,PHX,2022,29,36,30,6,14.1,111.8,106.2,5.6,6.4,0.92,10.3,11.7,20.7,16.1,11.2,59.3,59.6,16.7,99.44,10.2,1045,,,,,,
Brandon Goodwin,CLE,2022,26,36,19,17,13.9,106.3,112.6,-6.3,27.8,2.53,30.7,2.8,11,6.8,12.2,47.7,50.1,17.7,96.14,8.8,1009,,,,,,
Elijah Hughes,POR,2022,24,36,15,21,12.1,98.2,121.8,-23.7,7.9,1.29,11.8,1.3,11.8,6.5,9.1,41.3,42.6,15.8,102.19,3.7,920,,,,,,
Isaiah Jackson,IND,2022,20,36,9,27,15,113.3,116.1,-2.8,2.7,0.25,3.4,10.9,15.7,13.3,13.6,57.5,60.7,21.4,103,9.3,1158,,,,,,
Justin Champagnie,TOR,2022,21,36,21,15,7.8,115.4,108,7.4,5.1,1.38,12.2,11.1,12.6,11.8,8.9,53.7,57.1,11.1,99.31,7,585,,,,,,
Killian Tillie,MEM,2022,24,36,27,9,12.8,109.2,105.8,3.4,6.1,1.69,13.3,4,8.5,6.1,7.8,44.5,45.2,12.8,99.68,3.4,955,,,,,,
Malcolm Brogdon,IND,2022,29,36,14,22,33.5,110.8,111.1,-0.4,27.1,2.75,23.6,2.6,12.1,7.4,8.6,50.1,55.7,24.1,98.49,12.9,2479,,,,,,
Robin Lopez,ORL,2022,34,36,9,27,17,103.3,109.7,-6.4,14.2,1.23,16.8,9.8,8.9,9.4,13.7,55.8,57,18.2,99.78,7.6,1280,,,,,,
Enes Freedom,BOS,2022,30,35,20,15,11.8,111.6,103.8,7.8,2.7,0.4,5.9,14.3,21.9,18.2,14.7,53.6,58.5,12.9,98.6,10.5,847,,,,,,
Leandro Bolmaro,MIN,2022,21,35,19,16,6.9,102.6,102.5,0.2,11.8,1.62,22.3,6.2,10.7,8.4,13.8,36.1,41.9,12.2,105.58,3.8,531,,,,,,
Lonzo Ball,CHI,2022,24,35,22,13,34.6,110.1,107,3.1,20.3,2.17,27.2,2.9,12.5,7.7,12.5,56.7,57.5,17,100.11,9.7,2530,,,,,,
Chris Chiozza,GSW,2022,26,34,21,13,10.9,100.4,108.3,-7.9,26.4,2.03,36.3,2.3,7.3,4.8,17.9,40.1,40.7,13.2,97.32,3.9,759,,,,,,
Jake Layman,MIN,2022,28,34,20,14,6.8,105.3,108.7,-3.4,5.5,0.9,9,2.5,12.3,7.4,10,46.6,50,16,105.34,6.4,509,,,,,,
Marquese Chriss,DAL,2022,24,34,24,10,10.2,105.4,107.5,-2.1,7.9,1,9.3,9.6,19.7,14.7,9.3,49.3,51.8,20.5,99.91,8.2,722,,,,,,
Ricky Rubio,IND,2022,31,34,20,14,28.5,108.6,99.5,9.1,34.8,2.5,29.3,1.5,12.2,6.9,11.7,43.4,48.8,23.4,100.86,11.1,2038,,,,,,
JT Thor,CHA,2022,19,33,18,15,7.9,107.2,106.9,0.3,9.7,1.9,20.7,4,11.1,7.7,10.9,50,52.5,11.6,102.46,6,555,,,,,,
Paul Millsap,PHI,2022,37,33,22,11,11.4,106.9,110.4,-3.5,12.1,1.53,16.7,9.6,18.2,13.7,10.9,42.6,45.8,15.8,99.65,6.4,782,,,,,,
Terry Taylor,IND,2022,22,33,7,26,21.6,112.2,119.1,-6.9,8.1,1.78,13.4,12.9,11.7,12.3,7.5,64.1,65.6,15.1,102.08,9.7,1514,,,,,,
Day'Ron Sharpe,BKN,2022,20,32,12,20,12.2,115.6,108.8,6.9,6.2,0.57,8,19.7,19.8,19.8,14.1,58.4,59.3,20.5,99.71,11.1,812,,,,,,
Dillon Brooks,MEM,2022,26,32,22,10,27.7,116.9,105.9,11,14.7,1.76,12.5,3,8,5.5,7.1,47.5,51.5,28.3,101.53,9.1,1872,,,,,,
Keifer Sykes,IND,2022,28,32,6,26,17.7,108.5,112.9,-4.5,16.2,1.88,21.3,1.4,6.9,4,11.3,43.4,45.6,17.4,98.86,3.9,1159,,,,,,
Klay Thompson,GSW,2022,32,32,17,15,29.4,111.4,108,3.3,15.3,2.05,12.1,1.5,10.6,6.2,5.9,52.9,54.7,28.4,101.53,11.4,1990,,,,,,
Luka Garza,DET,2022,23,32,3,29,12.2,104.6,110.9,-6.3,8.6,1.11,9.6,13,11.6,12.4,8.6,50.3,53.5,19.5,102.18,7.5,823,,,,,,
Santi Aldama,MEM,2022,21,32,20,12,11.2,105.9,104.6,1.3,8,1.31,11.6,7.7,15,11,8.8,42.4,45.2,17.4,101.67,6.6,765,,,,,,
Andre Iguodala,GSW,2022,38,31,20,11,19.4,105.7,97,8.7,26.3,4.07,41.8,3.5,11.7,7.8,10.3,45,47.8,11.3,99.57,10.3,1253,,,,,,
Ed Davis,CLE,2022,33,31,15,16,6.5,99.5,94.9,4.6,5.3,1.4,20,7.2,23,15.5,14.3,68.8,63.2,6.2,97.14,7.5,406,,,,,,
James Bouknight,CHA,2022,21,31,15,16,9.8,108,114.2,-6.2,13.2,1.73,13.3,6.4,9,7.7,7.7,40.8,45.9,22.6,103.73,6,654,,,,,,
Keljin Blevins,POR,2022,26,31,4,27,11.3,97.1,124.9,-27.7,8.3,1.12,12.5,4.2,9,6.4,11.2,40.1,41,16.1,100.85,2.5,732,,,,,,
Markus Howard,DEN,2022,23,31,17,14,5.7,107.9,112.8,-4.9,6.8,1,5.7,1,6.4,3.3,5.7,52.5,56.7,26.4,102.53,8.7,380,,,,,,
Paul George,LAC,2022,32,31,18,13,34.8,108.2,103.9,4.2,28.6,1.4,17.6,1.1,17.1,9.4,12.6,49.3,53.8,32.9,99.95,14.8,2242,,,,,,
Bruno Fernando,HOU,2022,23,30,15,15,5.1,100,110.1,-10.1,8.2,0.5,8.2,10.2,22.3,16.1,16.5,66.4,67.1,19.7,106.17,13.8,338,,,,,,
Kelan Martin,BOS,2022,26,30,14,16,15,102.4,108.6,-6.2,7.2,1.5,9.9,3.5,8.6,5.9,6.6,47.4,48.4,18,98.09,6,921,,,,,,
Kevin Knox II,ATL,2022,22,30,18,12,7.4,98.5,113.7,-15.1,7.7,1.43,8.8,5.5,12.7,9,6.2,45.3,49.1,18.7,102.91,6.7,478,,,,,,
Semi Ojeleye,LAC,2022,27,30,14,16,13.5,97.8,114.4,-16.6,3.3,1,6.9,5.7,11.1,8.3,6.9,37.9,43.8,12.6,100.12,4.1,845,,,,,,
Terence Davis,SAC,2022,25,30,11,19,17.9,113.4,109,4.4,10.7,1.21,11.2,1.9,13.8,8,9.2,51.5,54.3,24.4,102.84,9.1,1153,,,,,,
Vit Krejci,OKC,2022,22,30,8,22,23,103.3,116.1,-12.8,11.7,1.97,21.7,2.4,12.1,7,11,50.3,52.9,12.5,101.02,5.6,1455,,,,,,
Damian Lillard,POR,2022,31,29,12,17,36.4,113,114.8,-1.8,32.1,2.55,23,1.2,10.4,5.7,9,48.6,55,28.8,99.37,12.6,2191,,,,,,
Joe Wieskamp,SAS,2022,22,29,11,18,7.1,106.5,105.1,1.5,6.5,4.5,12.3,1.7,4.5,3.1,2.7,48.2,49.4,12.9,101.08,3.9,429,,,,,,
Kyrie Irving,BKN,2022,30,29,14,15,37.6,118.9,113.8,5.2,23.5,2.29,18.5,1.5,9.6,5.7,8.1,55,59.2,28.3,100.75,13.5,2292,,,,,,
Skylar Mays,ATL,2022,24,28,17,11,7.9,104.6,117.5,-12.9,12,1.7,18.1,2.2,9.1,5.6,10.6,56.3,58.9,14.9,99.21,7.7,457,,,,,,
Zach Collins,SAS,2022,24,28,14,14,17.9,110.9,107.8,3.1,17,1.36,21.2,8.5,19.7,14.1,15.6,53.5,59.4,18.4,104.12,10.7,1091,,,,,,
Cody Zeller,POR,2022,29,27,13,14,13.1,108.8,110.9,-2.1,8.7,1.16,14.2,12.8,21.2,16.8,12.3,56.7,62.7,15.3,101.2,10.3,742,,,,,,
T.J. McConnell,IND,2022,30,27,9,18,24.2,106.8,112.3,-5.5,28.7,4.52,34.8,2.9,11,6.9,7.7,50.5,52.5,15.7,101.43,10.4,1379,,,,,,
Thomas Bryant,WAS,2022,24,27,8,19,16.3,103.7,112.8,-9.1,8.3,1.21,11.1,6,18.7,12.4,9.1,56.1,60.7,18.8,98.05,10.6,900,,,,,,
Derrick Rose,NYK,2022,33,26,11,15,24.5,109.1,103.3,5.8,26.6,2.64,24,3.2,8,5.7,9.1,51.3,54.1,21.7,97.53,12.9,1300,,,,,,
Sam Hauser,BOS,2022,24,26,20,6,6.1,105.7,106,-0.3,9.5,5,16.1,3,13.3,8.4,3.2,65,65,13.6,101.42,10.4,334,,,,,,
Wenyen Gabriel,LAL,2022,25,26,8,18,13.8,118.1,111.4,6.7,5.3,0.88,8.9,10.5,15.1,12.8,10.1,52.7,54.9,16.5,101.67,5.6,757,,,,,,
Justin Robinson,DET,2022,24,25,13,12,12.1,93.8,111.3,-17.5,17.5,1.88,21.9,1.1,5.1,3.1,11.6,39.8,40.4,15.3,104.54,2.3,658,,,,,,
Lindy Waters III,OKC,2022,24,25,6,19,18.6,108.5,113.2,-4.7,7.8,2.18,11.3,1.2,14,7.5,5.2,55.7,56.2,16.6,102.81,8.2,1000,,,,,,
Nerlens Noel,NYK,2022,28,25,10,15,22.5,104.1,109.8,-5.7,6,1.15,19.8,8.4,16.1,12.3,17.2,53.3,58.1,7.2,98.91,6.9,1157,,,,,,
Brandon Williams,POR,2022,22,24,2,22,26.7,101.2,121.6,-20.4,23.5,1.62,19.7,2.6,8.9,5.5,12.2,42.7,47.6,24.6,100.92,6.9,1346,,,,,,
Daishen Nix,HOU,2022,20,24,3,21,10.9,104.4,111,-6.6,20.8,1.54,27.2,2.6,10.3,6.4,17.7,45.5,48,16.7,104.29,5.9,564,,,,,,
Denzel Valentine,UTA,2022,28,24,14,10,9.2,101.9,107,-5.1,7.4,0.92,12.4,4,15,9.4,13.5,52.3,52.3,15,101.08,6.1,466,,,,,,
Kevin Pangos,CLE,2022,29,24,16,8,6.9,104.9,117.1,-12.1,24.6,4.29,35.3,1.2,5.7,3.5,8.2,39.1,40.8,14.3,99.17,4.6,346,,,,,,
Kira Lewis Jr.,NOP,2022,21,24,6,18,14.2,94.9,109,-14.1,23.9,1.88,21.7,2.3,8.3,5.2,11.5,44.9,46.6,20.9,102.71,7.9,728,,,,,,
Trevor Ariza,LAL,2022,37,24,8,16,19.3,106.9,112.2,-5.3,7.9,2.45,18.6,2,15.1,8.4,7.6,43.4,44.9,11,99.42,5.9,955,,,,,,
Usman Garuba,HOU,2022,20,24,2,22,10,118.6,111.5,7,8.4,2.83,24.3,8.3,26.3,17,8.6,48.9,51,9.1,104.06,8.7,517,,,,,,
Alize Johnson,NOP,2022,26,23,14,9,7.3,105.1,115.7,-10.6,8,0.75,13.8,15.6,20.2,17.8,18.5,43.6,46.3,14,97.6,6.9,336,,,,,,
Boban Marjanovic,DAL,2022,33,23,15,8,5.6,108.3,95.5,12.8,4.4,0.2,3.1,6.6,22.8,15.2,15.5,60.7,61.5,31.1,99.23,13.1,265,,,,,,
Brad Wanamaker,WAS,2022,32,23,10,13,13.9,104,110.3,-6.4,24.3,2.39,33.3,1.8,10.7,6.1,13.9,39,47.2,14.6,98.82,5.3,657,,,,,,
Charles Bassey,PHI,2022,21,23,11,12,7.3,98.6,107.4,-8.8,7,0.88,10.4,12.4,23.3,17.7,11.9,63.8,66,15.2,99.94,12.8,348,,,,,,
Charlie Brown Jr.,PHI,2022,25,22,16,6,8.1,99.7,103.4,-3.6,4.5,1.2,11.3,6.7,8.8,7.7,9.4,26.9,34.6,10.5,103.05,3,378,,,,,,
David Duke Jr.,BKN,2022,22,22,10,12,15.5,110.7,110.6,0.1,6.6,1.89,11.8,7.7,10.5,9,6.3,40.3,44.4,15,100.48,5.3,709,,,,,,
Isaiah Thomas,CHA,2022,33,22,12,10,15.2,107.8,109,-1.3,15.5,2.27,15,1.2,7.1,4.2,6.6,48.5,51.6,24.5,101.89,7.4,707,,,,,,
Jalen Johnson,ATL,2022,20,22,14,8,5.5,95.8,105.8,-10,4.5,0.33,5.4,1.6,17.5,9.9,16.1,57.3,59,18.3,104.26,9.6,265,,,,,,
Olivier Sarr,OKC,2022,23,22,6,16,19.1,106,108,-2,6.6,0.86,12.3,7.8,13.3,10.6,14.3,63.9,67.2,13.6,100.59,7.9,877,,,,,,
Goran Dragic,BKN,2022,36,21,10,11,23.7,112.1,111.7,0.4,22.7,2.53,30.1,2.7,10.4,6.6,11.9,43,47.4,16.6,102.37,7.2,1062,,,,,,
KZ Okpala,MIA,2022,23,21,14,7,11.6,106.9,104.2,2.7,8.2,2.8,15.1,4.4,11.8,8.1,5.4,50,52.1,14.1,97.25,6.8,491,,,,,,
Kai Jones,CHA,2022,21,21,14,7,3,93.4,104.4,-11.1,10.3,0.67,14.3,4.5,11.4,8.1,21.4,67.9,62.8,15,103.76,6.5,136,,,,,,
Tyler Cook,CHI,2022,24,20,13,7,10,107.1,114.6,-7.5,2.1,0.43,4.8,8,20,13.8,11.1,60.5,64.3,12.7,100.99,7.4,422,,,,,,
Willie Cauley-Stein,PHI,2022,28,20,12,8,9.1,105.4,98.2,7.2,7.4,1.43,18.9,6.4,14.4,10.2,13.2,47.1,47.4,9.9,102.14,5.6,387,,,,,,
